filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
flower/flower_gimp60.ppm ,655.748046875,9.26422888935883,30.2312159592434,36.1869404374545,0.960144847573832,80.8028243051009,71.2518445254091
flower/flower_gimp70.ppm ,671.7314453125,9.04379278712167,31.005388881853,36.9585531497894,0.965281452500675,82.380816321652,73.7115345417551
flower/flower_gimp80.ppm ,699.0048828125,8.69092641464358,32.0141580899621,37.9692894665745,0.970650968966904,84.416634532005,76.427403561009
flower/flower_gimp90.ppm ,774.7568359375,7.84116992352691,33.5312139945559,39.4868633774642,0.97692947051598,87.4367528418379,79.8023164272554
flower/flower_gimp91.ppm ,788.9482421875,7.70012489432257,33.7456718175205,39.7013657769321,0.977858817740568,87.8615574221971,80.3209699036017
flower/flower_gimp92.ppm ,800.865234375,7.58554590616106,33.8849150062593,39.8405511339598,0.978223205223177,88.1370141170339,80.5257094395515
flower/flower_gimp93.ppm ,825.4931640625,7.35923719840767,34.2826327382572,40.2310730758349,0.979401396561487,88.9091927074638,81.1930744157871
flower/flower_gimp94.ppm ,857.53125,7.08428993112496,34.5539805940731,40.5026350686509,0.98043869942916,89.4456366700953,81.7874901975306
flower/flower_gimp95.ppm ,899.28125,6.7553949334538,34.8314769660256,40.7801512905422,0.981256032821146,89.9934774745729,82.2604252756764
flower/flower_gimp96.ppm ,963.3310546875,6.30624329034083,35.1617322948005,41.117826497977,0.982843990248358,90.6596562287549,83.1909269073003
flower/flower_gimp97.ppm ,1017.373046875,5.97126100269728,35.828760867975,41.7848855371225,0.985212971912354,91.9745861468747,84.6081942468891
flower/flower_gimp98.ppm ,1109.8740234375,5.47359418430618,36.341147903599,42.2977492967279,0.986788014631574,92.9848345878872,85.5701513139193
flower/flower_gimp99.ppm ,1316.7255859375,4.6137175922458,36.3823656720213,42.341398425757,0.986720698090169,93.0707924814519,85.5287118920319
