filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
character/character_gimp60.ppm ,683.2470703125,8.89136633578458,23.2298404722905,33.7632702223152,0.952943913994806,75.5401543986544,68.0172308698968
character/character_gimp70.ppm ,699.1572265625,8.68903269421751,24.0867876814804,34.6164195722247,0.958975824934203,77.4706792774997,70.7101640437627
character/character_gimp80.ppm ,727.6494140625,8.34880078592106,25.3162787837283,35.8444600503724,0.965776490296284,80.0927461453107,73.9556076658794
character/character_gimp90.ppm ,809.6298828125,7.5034285776318,27.5550901123842,38.0847842832195,0.97494787130846,84.6476999197814,78.7131172665536
character/character_gimp91.ppm ,823.16015625,7.38009481371809,27.8515499629938,38.3822404720536,0.976407705491751,85.2416875833249,79.5133312594735
character/character_gimp92.ppm ,837.5458984375,7.25333383081851,28.1439064696495,38.6741103374784,0.977144862712423,85.8231451778062,79.9220745864757
character/character_gimp93.ppm ,861.728515625,7.04978411396063,28.6385443498528,39.1610436418574,0.979217564910042,86.7907255136808,81.0884035048098
character/character_gimp94.ppm ,891.373046875,6.81532835359775,29.0568027456181,39.579676170914,0.980354641625909,87.6206064750398,81.7390809151639
character/character_gimp95.ppm ,935.2841796875,6.4953520351748,29.4804317772526,40.0022181648263,0.981127553092269,88.4567944888863,82.1858143181453
character/character_gimp96.ppm ,996.5732421875,6.09588913571996,29.9233202051737,40.4544833096649,0.982215848255867,89.3505449933045,82.8210000386334
character/character_gimp97.ppm ,1052.1328125,5.77398587690183,30.6371191915583,41.1692153106563,0.984400668917971,90.761002405739,84.1182553596757
character/character_gimp98.ppm ,1163.9423828125,5.21933051816588,31.0991774255716,41.6312781230125,0.985151000834746,91.6718966522071,84.5706693155203
character/character_gimp99.ppm ,1379.6875,4.40317100792752,31.394575277772,41.9274888941029,0.984860395616657,92.2555428013684,84.3950259774465
