filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
character/character_gimp80.ppm ,170.818359375,35.5640928892395,25.0721342194271,35.5932440163628,0.967793778967625,79.567049290216,74.9633340195103
character/character_gimp90.ppm ,292.912109375,20.7400097352155,27.1740739178298,37.696380671356,0.975862721497445,83.8695387723218,79.2131657510608
character/character_gimp91.ppm ,315.9892578125,19.2253370954931,27.4419051233387,37.9659270669487,0.977069987843198,84.4099035914839,79.8804135131315
character/character_gimp92.ppm ,338.3505859375,17.9547494595507,27.6856089616759,38.208975300485,0.97749428141747,84.895883282117,80.1169266361419
character/character_gimp93.ppm ,377.8818359375,16.0764541246825,28.21134694974,38.7218148034335,0.979779880882466,85.9180664366972,81.4092131028863
character/character_gimp94.ppm ,425.544921875,14.2758136396807,28.5689933349051,39.0819089970667,0.98058888016626,86.6336622925649,81.8740861624924
character/character_gimp95.ppm ,499.3232421875,12.1664675038675,28.7807417998628,39.294094622388,0.980159816492501,87.0546563706109,81.6270439479467
character/character_gimp96.ppm ,600.40234375,10.1182149990566,29.1581808035809,39.6869339245498,0.980825826709285,87.8329876935116,82.0109896272361
character/character_gimp97.ppm ,695.765625,8.73138853331537,30.1027410329419,40.6315275927961,0.983999756622598,89.7001240466502,83.8779794287509
character/character_gimp98.ppm ,889.79296875,6.8274308893835,30.1830156578949,40.7128472759526,0.982673367758625,89.8606444835624,83.0902024910235
character/character_gimp99.ppm ,1319.0927734375,4.60543801189116,29.631635691873,40.1630788566253,0.977470496763047,88.774814713198,80.1036405985749
character/character_gimp100.ppm,1474.2353515625,4.1207803038784,32.5706332279832,43.1042910588,0.988641458192552,94.5726969612214,86.7226830857992
