filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
kitchen/kitchen_gimp80.ppm ,256.376953125,23.6955776482688,27.0702804224001,34.6538768756854,0.934448895431747,77.5529601791452,60.7310731429061
kitchen/kitchen_gimp90.ppm ,435.3623046875,13.9538952605476,28.4523764258636,36.0350045498488,0.948140883708113,80.4886747402759,65.989918898629
kitchen/kitchen_gimp91.ppm ,471.3974609375,12.8872140887612,28.6410927890654,36.2240111362527,0.950011514876535,80.8792782222303,66.7675648303286
kitchen/kitchen_gimp92.ppm ,506.095703125,12.0036585224663,28.7458527875048,36.3287067173842,0.9509086337644,81.0948088983724,67.145868178357
kitchen/kitchen_gimp93.ppm ,560.8564453125,10.8316487236143,29.1928399411553,36.7628428981874,0.954522125678402,81.982981788527,68.7056472981938
kitchen/kitchen_gimp94.ppm ,631.287109375,9.62319665613717,29.5640883889912,37.1353397846971,0.957956754079534,82.7390098279171,70.2432992890763
kitchen/kitchen_gimp95.ppm ,725.177734375,8.3772566531373,29.8690658637095,37.4405022153789,0.960063047639266,83.3549987643429,71.2137271813201
kitchen/kitchen_gimp96.ppm ,843.55078125,7.20170040148368,30.5127353940203,38.0975688665805,0.965714215435077,84.6732617154746,73.9248344467685
kitchen/kitchen_gimp97.ppm ,948.66015625,6.40376847280498,31.8939524450258,39.4790005548928,0.974986744367807,87.4211739909637,78.73426772318
kitchen/kitchen_gimp98.ppm ,1130.6904296875,5.37282340107805,32.6863567623017,40.2729727367197,0.978891203708992,88.9919867071288,80.903074106184
kitchen/kitchen_gimp99.ppm ,1549.7099609375,3.92008837339144,32.4374011016358,40.0268537906164,0.976802642922929,88.5055092225069,79.7319263896002
kitchen/kitchen_gimp100.ppm,1712.7548828125,3.54691734407687,35.4920815090867,43.0824096634522,0.989193201985995,94.5296294311706,87.0701260800834
