filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
kitchen/kitchen_gimp80.ppm ,239.392578125,25.3767265784986,26.7764140861705,34.3675303163243,0.931866987024649,76.9192154877354,59.8192596529157
kitchen/kitchen_gimp90.ppm ,402.9951171875,15.074624333906,28.1594493266284,35.748102794282,0.945139236480772,79.8916320321737,64.7729976966245
kitchen/kitchen_gimp91.ppm ,438.099609375,13.8667094651527,28.3162157445011,35.9052274190115,0.94648985156768,80.2192615099147,65.3159102037102
kitchen/kitchen_gimp92.ppm ,468.205078125,12.975083534609,28.3545207248334,35.9431654519177,0.946764532099529,80.2981272853415,65.4272511013462
kitchen/kitchen_gimp93.ppm ,521.380859375,11.6517510966596,28.771942895254,36.3446384588284,0.949970761282269,81.1275574041914,66.7504626236996
kitchen/kitchen_gimp94.ppm ,592.6318359375,10.2508836542502,29.0691283164441,36.6428318972299,0.952757269195397,81.7382867029539,67.936557108178
kitchen/kitchen_gimp95.ppm ,692.6787109375,8.77029985774768,29.2273043454379,36.8011261825592,0.953899807479078,82.0609172570075,68.4328485421372
kitchen/kitchen_gimp96.ppm ,824.8056640625,7.36537134102375,29.7583473769852,37.3481793880777,0.959384285369708,83.1689263669691,70.8986820372525
kitchen/kitchen_gimp97.ppm ,933.5556640625,6.50737843907858,31.1366737929348,38.7266764752598,0.970190883927203,85.9277383866605,76.1886897526342
kitchen/kitchen_gimp98.ppm ,1138.650390625,5.33526361560853,31.736474954901,39.327152013113,0.973971904005859,87.1202051169444,78.1849106555794
kitchen/kitchen_gimp99.ppm ,1808.7138671875,3.35874021325797,30.2660952185519,37.8567246127375,0.961077796285958,84.1911728712851,71.6888819717242
kitchen/kitchen_gimp100.ppm,2006.4140625,3.02778978354574,34.4448673565106,42.0388664512632,0.985539889250954,92.4749481773984,84.8065544179522
